log2,depth
0.388766,16.5476
0.388766,32.2893
0.388766,37.7479
0.388766,40.8583
0.388766,149.275
0.388766,31.2743
0.388766,122.946
0.388766,34.474
0.388766,44.396
0.388766,63.7231
0.388766,100.071
0.388766,158.01
0.388766,26.8583
0.388766,81.9359
0.388766,39.9198
0.388766,58.2864
0.388766,66.1302
0.388766,83.7405
0.388766,113.215
0.388766,24.2
0.388766,166.595
0.388766,215.858
0.388766,68.4495
0.388766,194.901
0.388766,58.5531
0.388766,160.936
0.388766,115.425
0.388766,60.4157
0.388766,49.3953
0.388766,63.9346
0.388766,69.7107
0.388766,44.8811
0.388766,54.3822
0.388766,67.796
0.388766,76.3859
0.388766,84.8143
0.388766,117.7
0.388766,226.817
0.388766,173.006
0.388766,170.569
0.388766,115.212
0.388766,198.689
0.388766,29.3922
0.388766,116.467
0.388766,136.889
0.388766,42.0619
0.388766,39.0802
0.388766,36.3083
0.388766,44.018
0.388766,46.173
0.388766,215.321
0.388766,10.6313
0.388766,68.0063
0.388766,40.8
0.388766,79.9777
0.388766,36.8791
0.388766,14.0137
0.388766,66.9592
0.388766,35.2473
0.388766,39.3822
0.388766,24.2561
0.388766,45.1393
0.388766,132.502
0.388766,121.76
0.388766,143.225
0.388766,222.664
0.388766,43.73
0.388766,64.8625
0.388766,130.295
0.388766,59.5132
0.388766,26.345
0.388766,52.4248
0.388766,8.88018
0.388766,114.996
0.388766,253
0.388766,79.6065
0.388766,202.072
0.388766,127.289
0.388766,73.0066
0.388766,45.9052
0.388766,135.641
0.388766,91.2398
0.388766,8.63473
0.388766,77.3061
0.388766,104.89
0.388766,11.4257
0.388766,63.1397
0.388766,179.814
0.388766,98.2234
0.388766,157.983
0.388766,74.4842
0.388766,34.2231
0.388766,66.3714
0.388766,155.649
0.388766,119.404
0.388766,13.5748
0.388766,52.7772
0.365999,45.1376
0.336813,233.996
0.336813,287.56
0.336813,122.421
0.336813,10.5212
0.336813,135.672
0.336813,221.488
0.336813,102.758
0.336813,121.324
0.336813,156.76
0.336813,57.5
0.336813,14.4667
0.336813,48.7267
0.336813,22.8113
0.336813,194.412
0.336813,23.8099
0.336813,289.259
0.336813,68.2988
0.336813,89.613
0.336813,50.2137
0.336813,78.3771
0.336813,25.508
0.336813,28.8873
0.336813,39.1749
0.336813,75.9886
0.336813,77.5313
0.336813,71.2842
0.336813,28.9509
0.336813,103.502
0.336813,57.1931
0.336813,113.179
0.336813,36.2406
0.336813,20.8195
0.336813,23.1758
0.336813,58.4892
0.336813,88.0137
0.336813,209.56
0.336813,224.679
0.336813,249.045
0.336813,172.887
0.336813,208.199
0.336813,82.5133
0.336813,73.2143
0.336813,108.074
0.336813,170.603
0.336813,165.347
0.336813,56.9798
0.336813,100.254
0.336813,156.813
0.336813,77.4344
0.336813,320.7
0.336813,64.4081
0.336813,76.0144
0.336813,78.761
0.336813,52.133
0.336813,131.419
0.336813,47.9604
0.336813,31.9004
0.336813,152.8
0.336813,79.952
0.336813,37.9577
0.336813,150.72
0.336813,123.277
0.336813,121.917
0.336813,100.29
0.336813,267.667
0.336813,19.6884
0.336813,120.42
0.336813,95.0619
0.336813,46.0872
0.336813,19.494
0.336813,89.9972
0.336813,42.1799
0.336813,24.8131
0.336813,84.2369
0.336813,140.605
0.336813,35.8876
0.336813,7.56561
0.336813,32.3207
0.336813,45.8189
0.336813,202.537
0.336813,29.3786
0.336813,122.739
0.336813,98.0377
0.336813,35.3115
0.336813,162.513
0.336813,102.956
0.336813,82.7161
0.336813,42.3027
0.336813,40.1455
0.336813,213.997
0.336813,166.665
0.336813,104.171
0.336813,72.1106
0.336813,71.5887
0.336813,236.575
0.336813,192.628
0.336813,87.6901
0.336813,139.474
0.336813,119.331
0.336813,24.4167
0.336813,229.778
0.336813,96.0789
0.336813,172.732
0.336813,106.309
0.336813,72.0711
0.336813,59.7583
0.336813,110.223
0.336813,38.807
0.336813,38.1716
0.336813,90.6289
0.336813,204.63
0.336813,59.3133
0.336813,75.2685
0.336813,169.649
0.336813,63.3284
0.336813,20.7696
0.336813,27.1927
0.336813,81.0578
0.336813,212.389
0.336813,11.7222
0.336813,15.3719
0.336813,3.325
0.336813,71.6583
0.336813,63.2479
0.336813,36.0444
0.336813,67.8514
0.336813,91.6192
0.336813,125.105
0.336813,121.164
0.336813,94.3986
0.336813,119.388
0.336813,51.7019
0.336813,86.8264
0.336813,51.2664
0.336813,194.867
0.336813,27.7353
0.336813,70.4685
0.336813,108.605
0.336813,33.2723
0.336813,84.0568
0.336813,84.6893
0.336813,140.966
0.336813,149.102
0.336813,165.066
0.336813,79.1609
0.336813,135.608
0.336813,179.966
0.336813,149.678
0.336813,79.4792
0.336813,79.3178
0.336813,20.5868
0.336813,204.188
0.336813,17.2509
0.336813,170.625
0.336813,27.8511
0.336813,277.93
0.336813,171.31
0.336813,131.076
0.336813,237.136
0.336813,30.5369
0.336813,118.022
0.336813,211.496
0.336813,118.5
0.336813,47.6574
0.336813,180.338
0.336813,94.2327
0.336813,164.073
0.336813,138.118
0.336813,70.5398
0.336813,102.183
0.336813,134.899
0.336813,13.4367
0.336813,103.876
0.336813,63.6368
0.336813,40.4627
0.336813,72.7557
0.336813,190.539
0.336813,109.958
0.336813,127.668
0.336813,32.9944
0.336813,135.325
0.336813,139.284
0.336813,129.39
0.336813,25.39
0.336813,40.1546
0.336813,140.264
0.336813,359.242
0.336813,234.873
0.336813,119.303
0.336813,47.7407
0.336813,73.653
0.336813,151.217
0.336813,91.6455
0.336813,172.19
0.336813,299.357
0.336813,119.517
0.336813,53.815
0.336813,18.2917
0.336813,40.9158
0.336813,147.652
0.336813,70.0349
0.336813,130.139
0.336813,56.6294
0.336813,127.432
0.336813,135.491
0.336813,190.554
0.336813,43.7417
0.336813,248.099
0.336813,78.5243
0.336813,48.1701
0.336813,77.2174
0.4746978,44.3992
0.4746978,52.5075
0.4746978,175.992
0.4746978,26.6261
0.4746978,184.021
0.4746978,72.6812
0.4746978,105.367
0.4746978,129.874
0.4746978,263.12
0.4746978,49.0154
0.4746978,114.777
0.4746978,50.957
0.4746978,24.1667
0.4746978,50.081
0.4746978,72.0284
0.4746978,63.264
0.4746978,69.0205
0.4746978,158.075
0.4746978,131.332
0.4746978,79.825
0.4746978,57.9478
0.4746978,158.249
0.4746978,69.8333
0.4746978,69.7941
0.4746978,146.363
0.4746978,187.346
0.4746978,49.9569
0.4746978,98.0778
0.4746978,92.3478
0.4746978,80.9208
0.4746978,269.825
0.4746978,222.049
0.4746978,3.44385
0.4746978,15.2048
0.4746978,95.0766
0.4746978,166.608
0.4746978,365.942
0.4746978,67.0803
0.4746978,126.271
0.4746978,56.1695
0.4746978,170.715
0.4746978,50.0778
0.4746978,260.046
0.4746978,69.1367
0.4746978,55.4545
0.4746978,66.6281
0.4746978,121.311
0.4746978,70.173
0.4746978,91.2493
0.4746978,281.438
0.4746978,46.2546
0.4746978,13.2
0.4746978,72.2
0.4746978,129.217
0.4746978,169.667
0.4746978,50.5118
0.4746978,171.502
0.4746978,108.685
0.4746978,261.504
0.4746978,92.2356
0.4746978,21.0962
0.4746978,74.3077
0.4746978,20.625
0.4746978,217.294
0.4746978,56.0673
0.4746978,53.843
0.4746978,80.7584
0.4746978,55.1127
0.4746978,145.764
0.4746978,91.1167
0.4746978,163.654
0.4746978,65.145
0.4746978,43.9404
0.4746978,238.555
0.4746978,35.4535
0.4746978,175.29
0.4746978,148.302
0.4746978,80.3582
0.4746978,135.922
0.4746978,58.7657
0.4746978,63.175
0.4746978,49.0685
0.4746978,115.707
0.4746978,94.3266
0.4746978,230.245
0.4746978,140.365
0.4746978,22.7455
0.4746978,61.3682
0.4746978,210.727
0.4746978,138.729
0.4746978,50.8082
0.4746978,115.994
0.4746978,19.8824
0.4746978,147.239
0.4746978,141.302
0.4746978,290.381
0.4746978,169.912
0.4746978,166.978
0.4746978,270.939
0.4746978,202.392
0.4746978,63.331
0.4746978,91.4675
0.4746978,62.2763
0.4746978,120.682
0.4746978,121.835
0.4746978,109.204
0.4746978,96.9974
0.4746978,82.4917
0.4746978,109.548
0.4746978,18.9701
0.4746978,36.8548
0.4746978,73.6413
0.4746978,81.336
0.4746978,44.1557
0.4746978,131.992
0.4746978,180.185
0.4746978,151.766
0.4746978,21.3028
0.4746978,195.439
0.4746978,133.808
0.4746978,45.8488
0.4746978,126.9
0.4746978,20.4669
0.4746978,58.0042
0.4746978,521.781
0.4746978,25.1359
0.4746978,102.758
0.4746978,174.013
0.4746978,39.1209
0.4746978,53.7608
0.4746978,99.5
0.4746978,68.9433
0.4746978,111.246
0.4746978,79.9179
0.4746978,62.0476
0.4746978,100.955
0.4746978,71.8995
0.4746978,48.6799
0.4746978,218.764
0.4746978,119.414
0.4746978,77.2784
0.4746978,260.618
0.4746978,144.198
0.4746978,196.426
0.4746978,79.0878
0.4746978,45.4274
0.4746978,148.454
0.4746978,25.8826
0.4746978,28.1593
0.4746978,140.625
0.4746978,106.135
0.4746978,129.694
0.4746978,184.004
0.4746978,215.368
0.4746978,98.7931
0.4746978,46.7418
0.4746978,117.137
0.4746978,151.421
0.4746978,113.68
0.4746978,49.8929
0.4746978,41.4697
0.4746978,124.659
0.4746978,83.412
0.4746978,98.031
0.4746978,136.595
0.4746978,196.629
0.4746978,50.2961
0.4746978,247.769
0.4746978,34.2344
0.4746978,55.1458
0.4746978,73.5197
0.4746978,231.485
0.4746978,31.6858
0.4746978,237.702
0.4746978,50.1003
0.4746978,24.3478
0.4746978,150.623
0.4746978,71.3989
0.4746978,56.7675
0.4746978,65.8082
0.4746978,40.2146
0.4746978,289.522
0.4746978,134.005
0.4746978,58.8498
0.4746978,68.3686
0.4746978,46.2963
0.4746978,230.517
0.4746978,40.0221
0.4746978,151.228
0.4746978,261.664
0.4746978,113.568
0.4746978,54.4079
0.4746978,107.536
0.4746978,247.744
0.4746978,162.217
0.4746978,161.086
0.4746978,43.5663
0.4746978,50.1374
0.4746978,144.606
0.4746978,97.6526
0.4746978,66.2475
0.4746978,94.06
0.4746978,67.4409
0.4746978,65.8295
0.4746978,107.917
0.4746978,47.0246
0.4746978,55.6917
0.4746978,74.9729
0.4746978,57.0636
0.4746978,130.812
0.4746978,69.766
0.4746978,60.5048
0.4746978,39.0356
0.4746978,94.7966
0.4746978,11.902
0.4746978,98.8937
0.4746978,128.915
0.4746978,115.173
0.4746978,151.957
0.4746978,23.315
0.4746978,21.0398
0.4746978,110.405
0.4746978,88.0492
0.4746978,76.96
0.4746978,57.1034
0.4746978,38.3199
0.4746978,27.8268
0.4746978,20.617
0.4746978,214.607
0.4746978,79.1289
0.4746978,70.1404
0.4746978,123.308
0.4746978,97.5973
0.4746978,149.337
0.4746978,41.8982
0.4746978,138.163
0.4746978,38.6357
0.4746978,33.7304
0.4746978,50.8697
0.4746978,133.032
0.4746978,50.1187
0.4746978,198.426
0.4746978,126.975
0.4746978,165.611
0.4746978,191.492
0.4746978,95.5992
0.4746978,51.4164
0.4746978,262.858
0.4746978,161.348
0.4746978,16.0465
0.4746978,104.46
0.4746978,48.7422
0.4746978,35.0783
0.4746978,56.0355
0.4746978,68.504
0.4746978,122.158
0.4746978,149.472
0.4746978,59.9202
0.4746978,57.9412
0.4746978,155.115
0.4746978,19.4891
0.4746978,62.0847
0.4746978,40.725
0.4746978,8.68302
0.4746978,98.5297
0.4746978,79.3785
0.4746978,153.728
0.4746978,83.1497
0.4746978,85.2406
0.4746978,71.0389
0.4746978,60.6231
0.4746978,79.427
0.4746978,99.4409
0.4746978,90.6778
0.4746978,23.5
0.4746978,39.3333
0.4746978,19.5561
0.4746978,43.9152
0.4746978,83.3938
0.4746978,11.8417
0.4746978,200.618
0.4746978,101.726
0.4746978,37.6548
0.4746978,23.5943
0.4746978,150.514
0.4746978,178.219
0.4746978,101.295
0.4746978,178.562
0.4746978,99.9607
0.4746978,77.7471
0.4746978,30.081
0.4746978,39.3648
0.4746978,86.934
0.4746978,43.7828
0.4746978,75.7684
0.4746978,33.0683
0.4746978,36.2744
0.4746978,141.701
0.4746978,121.561
0.4746978,87.326
0.4746978,16.7975
0.4746978,92.3168
0.4746978,119.63
0.4746978,132.78
0.4746978,31.7888
0.4746978,196.281
0.4746978,33.8465
0.4746978,18.3805
0.4746978,87.844
0.4746978,190.162
0.4746978,52.5041
0.4746978,177.09
0.4746978,0
0.4746978,120.659
0.4746978,51.1477
0.4746978,316.759
0.4746978,139.739
0.4746978,85.479
0.4746978,11.636
0.4746978,104.708
0.4746978,210.552
0.4746978,79.2157
0.4746978,86.8303
0.4746978,114.233
0.4746978,48.8586
0.4746978,342.64
0.4746978,67.6735
0.4746978,44.0627
0.4746978,158.622
0.4746978,114.245
0.4746978,58.8417
0.4746978,446.546
0.4746978,204.124
0.4746978,71.1207
0.4746978,122.408
0.4746978,17.4579
0.4746978,59.5694
0.4746978,104.631
0.4746978,107.333
0.4746978,71.4911
0.4746978,35.4652
0.4746978,30.0394
0.4746978,47.4652
0.4746978,157.717
0.4746978,125.417
0.4746978,199.668
0.4746978,52.2208
0.4746978,81.7424
0.4746978,158.612
0.4746978,44.0496
0.4746978,30.6103
0.4746978,16.8111
0.4746978,66.9898
0.4746978,23.4286
0.4746978,55.5
0.4746978,221.265
0.4746978,102.843
0.4746978,18.6239
0.4746978,107.169
0.4746978,64.5095
0.4746978,126.508
0.4746978,27.4833
0.4746978,146.938
0.4746978,90.0027
-23.1659,0.937255
-0.119619,90.2943
-0.119619,89.2778
-0.119619,55.675
-0.119619,43.21
-0.119619,36.2597
-0.119619,25.8083
-0.119619,66.2843
-0.119619,50.038
-0.119619,51.0843
-0.119619,70.491
-0.119619,23.3509
-0.119619,92.2446
-0.119619,49.7008
-0.119619,43.7167
-0.119619,88.2
-0.119619,106.538
-0.119619,28.6809
-0.119619,28.2394
-0.119619,45.7961
-0.119619,74.9854
-0.119619,92.1694
-0.119619,79.8235
-0.119619,122.94
-0.119619,125.265
-0.119619,33.0239
-0.119619,14.0549
-0.119619,44.4502
-0.119619,12.1488
-0.119619,15.5785
-0.119619,46.0684
-0.119619,23.3292
-0.119619,69.3195
-0.119619,129.476
-0.119619,197.492
-0.119619,62.0135
-0.119619,23.6439
-0.119619,41.7667
-0.119619,50.3193
-0.119619,61.0239
-0.119619,106.731
-0.119619,93.0769
-0.119619,5.31783
-0.119619,146.387
-0.119619,31.0847
-0.119619,74.2135
-0.119619,51.2752
-0.119619,36.8457
-0.119619,42
-0.119619,39.9331
-0.119619,15.2732
-0.119619,32.4115
-0.119619,109.659
-0.119619,2.04265
-0.119619,44.0465
-0.119619,55.6322
-0.119619,98.9492
-0.119619,15.023
-0.119619,36.7327
-0.119619,23.405
-0.119619,146.241
-0.119619,40.7048
-0.119619,49.4372
2.90613,2363.35
2.90613,1216.64
2.90613,472.981
2.90613,1013.26
2.90613,226.382
-0.8726,17.9839
-0.8726,45.3099
-0.8726,37.8932
-0.8726,10.9442
-0.8726,112.24
-0.8726,22.3
-0.8726,57.8801
-0.8726,32.5286
-0.8726,57.3588
-0.8726,36.4062
-0.8726,99.3379
-0.8726,37.6282
-0.8726,29.3916
-0.8726,40.7125
-0.8726,88.2603
-0.8726,40.705
-0.8726,36.4561
-0.8726,14.7431
-0.8726,32.8674
-0.8726,46.7682
-0.8726,46.7527
-0.8726,131.984
-0.8726,39.3042
-0.027339,73.8788
0.4335516,254.768
0.4335516,123.874
0.4335516,82.1421
0.4335516,72.8427
0.4335516,32.5177
0.4335516,182.295
0.4335516,85.0548
0.4335516,76.3116
0.4335516,72.0275
0.4335516,81.0364
0.4335516,57.8889
0.4335516,45.7126
0.4335516,192.592
0.4335516,64.48
0.4335516,66.302
0.4335516,107.748
0.4335516,222.983
0.4335516,114.697
0.4335516,73.7256
0.4335516,93.9507
0.4335516,61.038
0.4335516,80.5842
0.4335516,101.643
0.4335516,74.0487
0.4335516,186.616
0.4335516,114.9
0.4335516,86.4868
0.4335516,246.717
0.4335516,156.125
0.4335516,146.625
0.4335516,84.4256
0.4335516,53.1591
0.4335516,62.066
0.4335516,81.0317
0.4335516,85.6512
0.4335516,114.427
0.4335516,86.7106
0.4335516,113.914
0.4335516,140.218
0.4335516,22.5877
0.4335516,121.471
0.4335516,114.88
0.4335516,195.665
0.4335516,68.8167
0.4335516,166.421
0.4335516,67.6725
0.4335516,232.088
0.4335516,83.5248
-0.083385,55.3769
-0.083385,174.385
-0.083385,88.4395
-0.083385,49.283
0.007354,61.0121
0.007354,18.2667
0.007354,52.2648
0.007354,70.6722
0.007354,113.296
0.007354,84.9588
0.007354,40.1661
0.007354,48.2989
0.007354,178.019
0.007354,30.3762
0.007354,131.943
0.007354,72.938
0.007354,83.4839
0.007354,41.2921
0.007354,110.403
0.007354,71.788
0.007354,86.1818
0.007354,175.962
0.007354,39.0827
0.007354,183.835
0.007354,105.426
0.007354,28.5633
0.007354,59.8635
0.007354,73.2965
0.007354,52.9164
0.007354,46.4453
0.007354,72.2641
0.007354,89.701
0.007354,108.278
0.007354,112.335
0.007354,117.099
0.007354,233.069
0.007354,74.304
0.007354,66.4124
0.007354,74.7529
0.007354,10.3805
0.007354,43.9898
0.007354,71.1056
0.007354,9.53659
0.007354,40.82
0.007354,54.6237
0.007354,59.4332
0.007354,66.7212
0.007354,33.03
0.007354,40.6756
0.007354,21.0441
0.007354,193.148
0.007354,6.86667
0.007354,124.519
0.007354,11.7
0.007354,67.7954
0.007354,46.0037
0.007354,40.5704
0.007354,48.4286
0.007354,37.4148
0.007354,60.3496
0.007354,30.2744
0.007354,75.9516
0.007354,33.5349
0.007354,14.9341
0.007354,59.8914
0.007354,155.55
-0.53381,30.1264
-0.53381,56.7452
-0.53381,29.9806
-1.37553,11.9847
0.334494,142.822
0.334494,150.485
-0.91759,31.6724
-0.91759,53.0048
-0.91759,63.5014
-0.91759,53.7368
0.043743,57.2982
0.043743,71.4928
0.043743,76.8786
0.043743,113.042
0.043743,34.736
0.043743,114.686
0.043743,60.0923
0.043743,54.4053
0.043743,69.457
0.043743,78.3825
0.043743,36.8769
0.043743,46.5374
0.043743,123.674
0.043743,43.1388
0.043743,238.619
0.043743,60.6102
0.043743,63.6544
0.043743,107.541
0.043743,96.3564
0.043743,26.1394
0.043743,93.0111
0.043743,139.543
0.043743,33.5482
0.043743,73.1138
0.043743,50.7322
0.043743,30.8788
0.043743,16.8529
0.043743,140.98
0.043743,58.7699
0.043743,120.016
0.043743,47.1138
0.043743,67.5748
0.043743,84.0568
0.043743,71.479
0.043743,31.6516
0.043743,39.0847
0.043743,33.1343
0.043743,10.8627
0.043743,20.8912
0.043743,4.53125
0.043743,63.5199
0.043743,28.0359
0.043743,84.5814
0.043743,49.6508
0.043743,28.4132
0.043743,69.9562
0.043743,74.0572
0.043743,71.1458
0.043743,214.797
0.043743,152.43
0.043743,69.3946
0.043743,176.736
0.043743,55.4191
0.043743,41.0574
0.043743,28.1167
0.043743,63.6746
0.043743,146.736
0.043743,71.2398
0.043743,104.603
0.043743,94.192
0.043743,68.1922
0.043743,79.8821
0.043743,88.0871
0.043743,4
0.043743,31.1322
0.043743,163.16
0.043743,57.3286
0.043743,62.7025
0.043743,88.1962
0.043743,126.928
0.043743,31.1818
0.043743,76.3813
0.043743,119.824
0.043743,40.5253
0.043743,101.561
0.043743,42.1019
0.043743,17.2833
0.043743,47.8062
0.043743,84.4787
0.043743,50.9823
0.043743,47.2244
0.043743,33.0539
0.043743,133.011
0.02901,70.2556
0.02901,53.211
0.02901,42.0732
0.02901,72.0482
