log2,depth
0.02901,21.1576
0.02901,35.04
0.02901,126.119
0.02901,62.186
0.02901,58.9787
0.02901,101.036
0.02901,106.586
0.02901,9.26519
0.02901,118.498
0.02901,216.238
0.02901,15.5301
0.02901,112.262
0.02901,147.121
0.02901,29.073
0.02901,57.7381
0.02901,57.7136
0.02901,33.7742
0.02901,72.417
0.02901,65.7873
0.02901,30.2403
0.02901,33.3993
0.5022834,97.6603
0.5022834,123.718
0.5022834,104.621
0.5022834,58.8828
0.5022834,124.697
0.5022834,57.6903
0.5022834,41.175
0.5022834,31.9951
0.5022834,21.0684
0.5022834,34.3671
0.5022834,96.5311
0.5022834,112.385
0.5022834,69.7613
0.5022834,90.6244
0.5022834,228.993
0.5022834,46.2229
0.5022834,59.6417
0.5022834,67.9662
0.5022834,120.528
0.5022834,116.173
0.5022834,174
0.966002,153.014
0.966002,173.092
0.966002,75.978
0.966002,107.5
0.966002,35.1979
0.966002,166.727
0.966002,130.728
0.966002,111.302
0.966002,125.615
0.966002,85.1346
0.966002,66.5955
2.42209,417.25
2.42209,299.736
0.90458,114.912
0.90458,84.2417
0.90458,92.1226
0.90458,60.6742
0.90458,50.8341
0.90458,233.54
0.90458,101.933
0.90458,127.897
0.90458,100.207
0.90458,80.4332
0.90458,70.9841
0.90458,242.583
0.90458,57.3553
0.388279,55.4724
0.388279,7.55602
0.388279,199.366
0.388279,52.3964
0.388279,55.0408
0.388279,25.8079
0.388279,50.4425
0.388279,110.595
-0.91965,61.6398
-0.91965,20.7637
0.4208313,90.1639
0.4208313,119.029
0.4208313,60.5229
0.4208313,32.3307
0.4208313,230.721
0.4208313,143.689
0.4208313,216.066
0.4208313,20.0884
0.4208313,269.792
0.4208313,42.299
0.4208313,35.6402
0.4208313,124.732
0.4208313,77.3822
0.4208313,37.975
0.4208313,19.9317
0.4208313,43.3744
0.4208313,190.556
0.4208313,107.971
0.4208313,68.6018
0.4208313,71.1505
0.4208313,22.2048
0.4208313,119.086
0.4208313,72.2989
0.4208313,206.657
0.4208313,13.9286
0.4208313,96.9093
0.4208313,108.414
0.4208313,102.29
0.4208313,75.0848
0.4208313,71.6451
0.4208313,79.4568
0.4208313,23.42
0.4208313,64.5804
0.4208313,99.3204
0.4208313,359.732
0.4208313,77.3746
0.4208313,218.886
0.4208313,161.097
0.4208313,54.9851
0.4208313,83.2303
0.4208313,81.6143
0.4208313,263.183
0.4208313,58.5953
0.4208313,158.364
0.4208313,54.0824
0.4208313,79.801
0.4208313,22.2074
0.4208313,68.106
0.4208313,153.384
0.4208313,22.3125
0.4208313,38.2211
0.4208313,143.336
0.4208313,150.668
0.4208313,114.252
0.4208313,195.149
0.4208313,102.25
0.4208313,118.207
0.4208313,142.038
0.4208313,46.3858
0.4208313,45.6746
0.4208313,29.4059
0.4208313,44.6614
0.4208313,88.3066
0.4208313,256.343
0.4208313,109.765
0.4208313,232.467
0.4208313,51.7064
0.4208313,39.9939
0.4208313,59.5914
0.4208313,58.6148
0.4208313,126.724
0.4208313,65.3553
0.4208313,343.809
0.4208313,98.1947
0.4208313,167.855
0.4208313,149.179
0.4208313,87.3667
0.4208313,101.52
0.4208313,194.444
0.4208313,103.846
0.4208313,60.1884
0.4208313,12.6557
0.4208313,177.365
0.4208313,105.542
0.4208313,107.258
0.4208313,261.072
0.4208313,171.296
0.4208313,335.947
0.4208313,76.4841
0.4208313,57.3741
0.4208313,15.7805
0.4208313,184.37
0.4208313,21.6211
0.4208313,25.8373
0.4208313,40.4786
0.4208313,320.307
0.4208313,198.775
0.4208313,122.041
0.4208313,37.1111
0.4208313,170.267
0.4208313,135.057
0.4208313,10.8382
0.4208313,34.6418
0.4208313,45.8606
0.4208313,138.57
0.4208313,66.5625
0.4208313,49.699
0.4208313,60.7615
0.4208313,172.566
0.4208313,180.521
0.4208313,41.3346
0.4208313,69.3537
0.4208313,154.759
0.4208313,79.3791
0.4208313,26.6398
0.4208313,59.7662
0.4208313,34.8274
0.4208313,96.4101
0.4208313,288.088
0.4208313,79.771
0.4208313,118.306
0.4208313,200.11
0.4208313,70.785
0.4208313,149.545
0.4208313,169.408
0.4208313,129.609
0.4208313,56.6573
0.4208313,61.7736
0.4208313,126.081
0.4208313,180.451
0.4208313,49.5739
0.4208313,157.429
0.4208313,60
0.4208313,158.098
0.4208313,92.2786
0.4208313,101.823
0.4208313,46.5022
0.4208313,100.547
0.4208313,110.88
0.4208313,97.0189
0.4208313,337.24
0.4208313,63.7764
0.4208313,97.7906
0.4208313,32.4606
0.4208313,74.5414
0.4208313,152.09
0.4208313,107.304
0.4208313,56.4821
0.4208313,18.3147
0.4208313,9.10744
0.4208313,232.738
0.4208313,104.506
0.4208313,92.6859
0.4208313,26.5816
0.4208313,30.1719
0.4208313,84.193
0.4208313,119.878
0.4208313,139.565
0.4208313,259.924
0.4208313,99.2735
0.4208313,121
0.4208313,40.5575
0.4208313,58.3063
0.4208313,48.5468
0.4208313,25.1725
0.4208313,70.519
0.4208313,83.2639
0.4208313,124.447
0.4208313,54.0528
0.4208313,171.199
0.4208313,179.21
0.4208313,41.2394
0.4208313,173.802
0.4208313,51.2022
0.4208313,87.6629
0.4208313,91.587
0.4208313,44.0583
0.4208313,58.6307
0.4208313,310.402
0.4208313,214.1
0.4208313,30.5979
0.4208313,66.4854
0.4208313,117.694
0.4208313,188.601
0.4208313,25.9814
0.4208313,106.614
0.4208313,145.947
0.4208313,45.9003
0.4208313,160.477
0.4208313,82.0028
0.4208313,192.462
0.4208313,52.9962
0.4208313,73.6453
0.4208313,81.6475
0.4208313,190.594
0.4208313,106.714
0.4208313,102.878
0.4208313,98.5092
0.4208313,95.5537
0.4208313,114.524
0.4208313,119.552
0.4208313,73.79
0.4208313,65.1152
0.4208313,119.015
0.4208313,320.106
0.4208313,32.2093
0.210038,58.3486
0.210038,102.504
0.210038,196.773
0.210038,54.0815
0.210038,156.139
0.210038,168.7
0.210038,53.1419
0.210038,110.315
0.210038,88.3162
0.210038,127.474
0.210038,61.8441
0.210038,113.985
0.210038,202.709
0.210038,44.3426
0.210038,207.777
0.210038,55.3811
0.210038,110.854
0.210038,256.956
0.210038,43.1051
0.210038,69.1853
0.210038,78.142
0.210038,125.376
0.210038,68.2193
0.210038,118.845
0.210038,50.8732
0.210038,142.982
0.210038,27.4286
0.210038,87.6505
0.210038,7.8172
0.210038,222.057
-1.30845,37.9297
-1.30845,34.4505
-1.30845,45.4106
-1.30845,20.6154
-1.30845,47.7127
-1.30845,16.7984
-1.30845,23.0118
-1.30845,4.76364
-1.30845,54.0164
-1.30845,15.6944
-1.30845,80.9574
-1.30845,9.9
-1.30845,81.0483
-1.30845,29.2629
-1.30845,60.3558
-1.30845,85.4
0.902582,88.9589
0.902582,305.746
0.902582,426.041
0.902582,91.1385
0.902582,227.271
0.902582,77.6244
0.902582,143.615
0.902582,260.492
0.902582,20.4861
0.902582,131
0.902582,78.9738
0.902582,161.347
0.902582,155.127
0.902582,374.94
-1.53345,6.14583
0.20737,74.3038
0.20737,119.25
0.20737,159.033
0.20737,88.8694
0.20737,89.2213
0.20737,87.7993
0.20737,33.039
0.20737,119.361
0.20737,85.5167
0.20737,37.4886
-13.9866,0
0.4419474,109.518
0.4419474,73.0534
0.4419474,213.051
0.4419474,48.6585
0.4419474,33.1845
0.4419474,112.103
0.4419474,34.6442
0.4419474,205.128
0.4419474,111.312
0.4419474,91.253
0.4419474,113.665
0.4419474,86.1007
0.4419474,44.8061
0.4419474,123.171
0.4419474,86.1361
0.4419474,205.585
0.4419474,36.6359
0.047659,26.3188
-0.86704,9.1592
-0.86704,45.2597
-0.86704,55.7012
-0.86704,35.983
-0.86704,41.1379
-0.86704,47.8133
-0.86704,48.3602
-0.86704,90.1653
-0.86704,99.3518
-0.044568,59.0362
-0.044568,82.3214
-0.044568,38.3009
-0.044568,182.087
-0.044568,43.7909
-0.044568,47.7473
-0.044568,100.462
-0.044568,1.59735
-0.044568,19.3333
-0.044568,38.1911
-0.044568,81.9752
-0.044568,104.702
-0.044568,53.3394
-0.044568,141.41
-0.044568,120.556
-0.044568,39.075
-0.044568,39.4755
-0.044568,53.3871
1.249486,188.356
-0.026367,20.2188
-0.026367,117.031
-0.026367,52.9963
-0.026367,15.75
-0.026367,120.372
-0.026367,29.3815
-0.026367,70.3544
-0.026367,72.1689
-0.026367,57.2648
-0.026367,59.6312
-0.026367,37.5216
-0.026367,57.4038
-0.026367,38.9683
-0.026367,106.858
-0.026367,42.4271
-0.026367,85.6927
-0.026367,25.0856
-0.026367,38.4864
-0.026367,77.1746
-0.026367,32.9126
-0.026367,67.525
1.242667,134.421
1.242667,187.783
-0.342794,124.742
1.78883,402.621
-0.061075,17.2583
-0.061075,104.017
-0.061075,14.8833
-0.061075,153.798
-0.061075,50.184
-0.061075,66.0515
-0.061075,143.408
-0.061075,38.8813
-0.061075,136.471
-0.061075,35.0727
-0.061075,13.4375
-0.061075,35.8582
-0.061075,189.024
-0.061075,21.1674
-0.061075,63.828
-0.061075,206.141
-0.061075,59.4375
-0.061075,127.319
-0.061075,67.0146
-0.061075,16.7755
-0.061075,34.7946
-0.061075,66.4524
-0.061075,24.9234
-0.061075,94.7227
-0.061075,96.7806
-0.061075,43.4487
-0.061075,21.5793
-0.061075,40.2208
-0.061075,60.0889
-0.061075,55.2083
-0.061075,44.6186
-0.061075,24.5134
-0.061075,50.0456
-0.061075,41.4035
-0.061075,86.46
-0.061075,56.1621
-0.061075,26.7707
-0.061075,51.9304
-0.061075,19.477
-0.061075,45.5543
-0.061075,5.9011
-0.061075,16.9799
-0.061075,147.387
-0.061075,24.3094
-0.061075,25.578
-0.061075,30.2
-0.061075,27.232
-0.061075,163.593
-0.061075,168.447
-0.061075,25.0472
-0.061075,95.1
-0.061075,90.9333
-0.061075,128.475
-0.061075,136.832
-0.061075,181.703
-0.061075,45.3017
-0.061075,155.815
-0.061075,21.5714
-0.061075,96.5824
-0.061075,124.022
-0.061075,24.3994
-0.061075,33.5759
-0.061075,49.1106
-0.061075,13.8466
-0.061075,43.3267
-0.061075,50.632
-0.061075,48.924
-0.061075,38.4309
-0.061075,39.5805
-0.061075,33.7595
-0.061075,66.3118
-0.061075,60.7118
-0.061075,93.3755
-0.061075,10.5381
-0.061075,55.2941
-0.061075,30.8795
-0.061075,23.6044
-0.061075,72.5512
-0.061075,142.48
-0.061075,46.7338
-0.061075,13.7135
-0.061075,26.1839
-0.061075,30.0625
-0.061075,39.6634
-0.061075,155.788
-0.061075,26.3351
-0.061075,276.163
-0.061075,45.0342
-0.061075,119.084
-0.061075,10.568
-0.061075,64.5763
-0.061075,74.9709
-0.061075,104.907
-0.061075,110.527
-0.061075,72.7705
-0.061075,74.4467
-0.061075,33.9323
-0.061075,165.546
-0.061075,47.0854
-0.061075,97.6419
-0.061075,65.145
-0.061075,122.454
-0.061075,37.712
-0.061075,23.8833
-0.061075,28.6372
-0.061075,30.3167
-0.061075,45.3986
-0.061075,36.3109
-0.061075,91.7821
-0.061075,190.779
-0.061075,139.488
-0.061075,36.4278
-0.061075,46.4417
-0.061075,74.9529
-0.061075,140.745
-0.061075,81.0164
-0.061075,29.9553
-0.061075,54.7134
-0.061075,83.157
-0.061075,41.5228
-0.061075,31.7033
-0.061075,56.0119
-0.061075,49.0129
-0.061075,118.654
-0.061075,25.5
-0.061075,143.351
-0.061075,111.988
-0.061075,74.7811
-0.061075,10.5637
-0.061075,66.8953
-0.061075,139.105
-0.061075,80.7289
-0.061075,29.5039
-0.061075,77.9243
-0.061075,37.3871
-0.061075,15.6667
-0.061075,6.80905
-0.061075,59.2312
-19.9302,0
0.4362734,61.0262
0.4851267,243.065
0.4851267,24.7333
0.4851267,111.011
0.4851267,21.5083
0.4851267,299.055
0.4851267,52.0385
0.4851267,64.3989
0.4851267,108.092
0.4851267,402.746
0.4851267,8.88636
0.4851267,51.7039
0.4851267,96.2708
0.4851267,220.56
0.4851267,79.6269
0.4851267,236.905
0.4851267,136.625
0.4851267,293.463
0.4851267,85.3939
0.4851267,281.176
0.4851267,76.9224
0.4851267,15.3
0.4851267,103.009
0.4851267,51.5833
0.4851267,172.193
0.4851267,98.0383
0.4851267,45.9044
0.4851267,260.665
0.4851267,108.469
0.4851267,34.8178
0.4851267,68.003
0.4851267,69.3042
0.4851267,89.675
0.4851267,117.623
0.4851267,197.773
0.4851267,190.534
0.4851267,101.583
0.4851267,58.5901
0.4851267,180.143
0.4851267,48.3196
0.4851267,157.117
0.4851267,43.2232
0.4851267,48.5084
0.4851267,45.1182
0.4851267,102.871
0.4851267,38.4338
0.4851267,41.4235
0.4851267,277.383
0.4851267,37.2978
0.4851267,88.4402
0.4851267,137.319
0.4851267,71.2717
0.4851267,339.568
0.4851267,51.0651
0.4851267,67.836
0.4851267,20.4618
0.4851267,120.3
0.4851267,75.4551
0.4851267,103.447
0.4851267,52.3577
0.4851267,88.1129
2.76344,248.694
0.4147481,234.919
1.64159,213.599
1.64159,216.243
1.64159,198.136
1.64159,189.131
1.64159,80.004
1.64159,644.03
1.64159,176.529
1.64159,262.859
1.64159,248.826
1.64159,51.1134
1.64159,67.7163
1.38089,131.906
1.38089,197.382
1.38089,131.716
1.38089,82.0882
1.38089,191.611
1.38089,120.644
1.38089,256.958
1.38089,32.7438
1.38089,144.911
1.38089,244.526
1.38089,333.538
1.38089,456.506
1.38089,264.502
1.38089,321.676
1.38089,106.249
1.38089,63.4802
1.38089,145.186
1.38089,316.341
1.38089,295.271
1.38089,361.229
1.38089,173.017
1.38089,366.956
1.57764,313.338
1.57764,664.585
1.57764,772.911
1.57764,196.494
1.57764,209.24
1.57764,206.171
1.57764,288.778
1.57764,95.3045
1.57764,101.202
1.57764,104.138
1.57764,64.2917
1.57764,72.3083
1.57764,818.276
1.57764,435.462
1.57764,149.287
1.57764,258.125
1.57764,100.29
1.57764,242.7
1.57764,200.305
1.57764,157.78
1.57764,263.618
1.57764,334.862
1.57764,154.952
1.57764,156.972
1.57764,160.129
1.57764,254.781
1.57764,368.865
1.57764,93.88
1.57764,32.375
1.57764,51.195
1.57764,48.6167
1.57764,210.492
1.57764,90.5758
1.57764,162.038
1.57764,111.242
1.57764,188.955
1.57764,174.306
1.57764,210.374
0.085066,69.0249
0.085066,137.831
0.085066,147.452
0.085066,158.973
0.085066,213.97
0.085066,44.6099
0.085066,23.363
0.085066,191.336
0.085066,59.8238
0.085066,122.9
0.085066,88.1288
0.085066,70.0795
0.085066,107.421
0.085066,26.9668
0.085066,64.5533
0.085066,93.8264
0.085066,30.7233
0.085066,145.41
0.085066,71.6724
0.085066,55.0084
0.085066,145.332
0.085066,29.85
0.085066,86.417
0.085066,28.7642
0.085066,157.333
0.085066,194.44
0.085066,45.3167
0.085066,101.732
0.085066,24.9008
0.085066,24.3333
0.085066,94.7737
0.085066,88.6373
0.085066,26.9961
0.085066,17.8955
0.085066,65.9971
0.085066,120.968
0.085066,101.437
0.085066,127.9
0.085066,16.3712
0.085066,34.361
0.085066,32.6184
0.085066,88.291
0.085066,24.1355
0.085066,104.771
0.085066,44.3839
0.085066,23.92
0.085066,85.9468
0.085066,21.1765
0.085066,80.2595
0.085066,62.5643
0.085066,40.5095
0.085066,30.6571
0.085066,38.377
0.085066,98.7027
0.085066,30.985
0.085066,58.8693
0.085066,31.3435
0.085066,84.2302
0.085066,13.6082
0.085066,25.0833
0.085066,89.592
0.085066,94.9243
0.085066,27.3401
0.085066,34.9417
0.085066,76.1455
0.085066,118.314
0.085066,107.295
0.085066,37.439
0.085066,85.6231
0.085066,20.4762
0.085066,80.321
0.085066,124.24
0.085066,25.1143
0.085066,167.684
0.085066,79.464
0.085066,81.6635
0.085066,218.119
0.085066,104.586
0.085066,128.13
0.085066,27.6048
0.085066,67.2083
0.085066,129.976
0.085066,252.141
0.085066,44.5842
0.085066,132.578
0.654959,102.75
0.654959,81.7167
0.654959,402.806
0.654959,199.897
0.654959,92.2944
0.654959,23.8833
0.654959,79.8533
0.654959,163.609
0.654959,171.514
0.229015,35.1622
0.229015,168.643
0.229015,32.2545
0.229015,140.438
0.229015,24.6544
0.229015,120.652
0.229015,41.4097
0.229015,73.1808
0.229015,215.085
0.229015,114.149
0.229015,24.6886
0.229015,130.294
0.229015,121.413
-0.018256,47.4552
-0.018256,65.047
-0.018256,76.196
-0.018256,35.8833
-0.018256,13.3509
-0.018256,100.446
-0.018256,67.2874
-0.018256,62.0725
-0.018256,81.3333
-0.018256,31.9905
1.126578,84.16
1.126578,135.12
0.051178,132.383
0.051178,17.1448
0.051178,88.5354
0.051178,74.5024
0.051178,117.194
0.051178,35.0112
0.051178,66.3675
0.051178,21.6213
0.051178,36.8583
0.051178,40.3843
0.051178,65.9296
0.051178,9.38333
0.051178,55.4632
0.051178,168.018
0.051178,20.9177
0.051178,54.6651
0.051178,91.9765
0.051178,204.559
-1.35591,21.1181
0.02634,68.12
0.02634,127.755
0.02634,49.8037
0.02634,61.2599
0.02634,13.1833
0.02634,95.5635
0.02634,52.6491
0.02634,37.0117
0.02634,49.4541
0.02634,76.7451
0.02634,70.8339
0.02634,123.944
0.02634,10.0667
0.02634,55.8836
-0.73553,28.6464
-0.73553,32.0102
0.081289,122.929
0.081289,79.7701
0.081289,38
0.081289,47.6381
0.081289,63.4968
0.081289,37.0583
0.081289,33.0761
0.081289,59.7013
0.081289,89.8499
0.081289,63.1455
0.081289,148.479
0.081289,100.73
0.081289,63.3561
0.081289,210.793
0.081289,35.1029
0.081289,142.444
0.081289,98.3465
0.081289,29.7461
0.081289,270.458
0.081289,77.1094
0.081289,77.1893
0.081289,105.317
0.081289,60.9536
0.081289,174.635
0.081289,11.0792
0.081289,93.0374
0.081289,71.2289
0.081289,85.9884
0.076735,26.2727
0.930383,177.597
-0.033584,26.9091
-0.033584,120.541
-0.033584,22.7415
-0.033584,241.149
-0.033584,19.8904
-0.033584,278.293
-0.033584,63.4516
-0.033584,20.3489
-0.033584,25.85
-0.033584,39.0704
-0.033584,66.8462
-0.033584,6.63636
-0.033584,71.7941
-0.033584,55.6966
-0.033584,131.011
-0.033584,238.216
-0.033584,148.308
-0.033584,66.5522
-0.033584,226.285
-0.033584,123.203
-0.033584,6.80567
-0.033584,199.095
-0.033584,76.3118
-0.033584,36.0333
-0.033584,66.9419
-0.033584,100.019
-0.033584,40.3512
-0.033584,60.6825
-0.033584,3.35897
-0.033584,113.785
-0.033584,19
-0.033584,99.6489
-0.033584,132.017
-0.033584,34.8915
-0.033584,65
-0.033584,46.407
-0.033584,113.041
-0.033584,49.9659
-0.033584,88.8459
-0.033584,18.3617
-0.033584,29.5658
-0.033584,33
-0.033584,76.988
-0.033584,18.5656
-0.033584,84.2906
-0.033584,38.7659
-0.033584,19.281
-0.033584,20
-0.033584,22.8282
-0.033584,28.2647
-0.033584,168.847
-0.033584,94.2273
-0.033584,19.9459
-0.033584,50.5723
-0.033584,26.2537
-0.033584,62
-0.033584,82.9527
-0.033584,43.3886
-0.033584,61.746
-0.033584,51.1453
-0.033584,34.2577
-0.033584,77.6853
-0.033584,122.082
-0.033584,10.7363
-0.033584,35.5952
-0.033584,24.1622
-0.033584,55.8451
-0.033584,113.274
-0.033584,19.7379
-0.033584,112.149
-0.033584,87.3908
-0.033584,182.275
-0.033584,114.239
-0.033584,54.8228
-0.033584,13.9667
-0.033584,97.3618
-0.033584,37.2709
-0.033584,171.073
-0.033584,116.468
-0.033584,95.9267
-0.033584,53.8517
-0.033584,132.933
-0.033584,127.375
-0.033584,201.841
-0.033584,98.8171
-0.033584,46.7738
-0.033584,32.3753
-0.033584,28.3976
-0.033584,21.6185
-0.033584,29.4583
-0.033584,130.605
-0.033584,82.1244
-0.033584,40.0496
-0.033584,37.3315
-0.033584,35.7379
-0.033584,47.7665
-0.033584,16.4648
-0.033584,45.2543
-0.033584,34.8869
-0.033584,32.7851
-0.033584,94.5244
-0.033584,69.9079
-0.033584,96.875
-0.033584,44.033
-0.033584,93.5207
-0.033584,32.311
-0.033584,77.6139
-0.033584,22.4432
-0.033584,41.4603
-0.033584,42.288
-0.033584,76.4647
-0.033584,36.8059
-0.033584,80.3488
-0.033584,65.5
-0.033584,41.6008
-0.033584,37.5699
-0.033584,22.2864
-0.033584,27.1095
-0.033584,146.248
-0.033584,20.2989
-0.033584,109.511
-0.033584,48.675
-0.033584,133.88
-0.033584,32.3475
-0.033584,119.74
-0.033584,99.5922
-0.033584,32.4597
-0.029831,101.173
-0.029831,29.7937
-0.029831,29.3216
-0.029831,140.639
-0.029831,30.119
-0.029831,137.84
-0.029831,25.3477
-0.029831,36.6686
-0.029831,35.5182
-0.029831,91.6215
-0.029831,74.625
-0.029831,48.6321
-0.029831,11.4173
-0.029831,133.056
-0.029831,18.9333
-0.029831,138.647
-0.029831,25.3435
-0.029831,103.716
-0.029831,35.2417
-0.029831,193.266
-0.029831,35.4747
-0.029831,100.279
-0.029831,43.425
-0.029831,31.2114
-0.029831,62.1231
-0.029831,48.6942
-0.029831,50.3827
-0.029831,223.697
-0.029831,67.5897
-0.029831,83.0591
-0.029831,47.6628
-0.029831,5.1879
-0.029831,179.089
-0.029831,55.9467
-0.029831,23.2583
-0.029831,87.6281
-0.029831,59.1705
-0.029831,38.772
-0.029831,39.9654
-0.029831,110.052
-0.029831,38.8754
-0.029831,8.12438
-0.029831,75.5728
-0.029831,61.6043
-0.029831,89.375
-0.029831,26.1744
-0.029831,146.855
-0.029831,18.1609
-0.029831,73.0973
-0.029831,27.2589
-0.029831,32.3397
-0.029831,15.8203
-0.029831,82.9667
-0.029831,110.408
-0.029831,50.1018
-0.029831,241.138
-0.029831,52.3628
-0.029831,53.4216
-0.029831,174.285
-0.029831,167.527
-0.029831,76.554
-0.029831,76.9788
-0.029831,34.6533
-0.029831,73.9512
-0.029831,74.0278
-0.029831,86.2997
-0.029831,184.924
-0.029831,40.7698
-0.029831,93.1021
-0.029831,45.0938
-0.029831,90.776
0.737069,181.409
0.737069,102.72
0.737069,59.1462
0.737069,216.022
0.737069,383.379
0.737069,80.2297
0.737069,142.836
0.737069,132.119
0.737069,427.529
0.737069,99.78
0.737069,150.511
0.737069,66.0138
0.737069,70.3846
0.737069,40.651
0.737069,50.6381
2.09989,251.581
0.717332,201.996
0.717332,114.504
0.717332,249.496
0.717332,97.3306
0.717332,15.5588
0.717332,135.161
0.717332,110.425
0.717332,130.86
0.717332,94.8235
-0.000719,124.296
-0.000719,43.8819
-0.000719,34.087
-0.000719,48.8784
-0.000719,28.2195
-0.000719,116.769
-0.000719,49.1322
-0.000719,18.3774
-0.000719,38.6228
-0.000719,49.545
-0.000719,64.005
-0.000719,78.832
-0.000719,62.6134
-0.000719,6.08173
-0.000719,39.9848
-0.000719,28.3624
-0.000719,36.0433
-0.000719,74.6985
-0.000719,49.242
-0.000719,56.9905
-0.000719,27.6618
-0.000719,30.1841
-0.000719,47.3824
-0.000719,56.4894
-0.000719,46.7679
-0.000719,181.805
-0.000719,23.2778
-0.000719,75.7435
-0.000719,24.0879
-0.000719,36.8353
-0.000719,49.82
-0.000719,34.9633
-0.000719,24.3605
-0.000719,63.0136
-0.000719,60.969
-0.000719,80.6877
-0.000719,38.6875
-0.000719,56.2118
-0.000719,40.8159
-0.000719,49.3854
-0.000719,26.5951
-0.000719,11.0727
-0.000719,23.0894
-0.000719,97.4555
-0.000719,54.4881
-0.000719,75.9096
-0.000719,84.6333
-0.000719,60.0842
-0.000719,59.2275
-0.000719,35.193
-0.000719,34.0097
-0.000719,10.3649
-0.000719,103.038
-0.000719,77.9113
-0.000719,46.1755
-0.000719,43.803
-0.000719,36.2179
-0.000719,180.056
-0.000719,50.627
-0.000719,49.7116
-0.000719,92.6048
-0.000719,94.1661
-0.000719,70.6948
-0.000719,12.2146
-0.000719,27.4203
-0.000719,30.4269
-0.000719,16.8044
-0.000719,77.9252
-0.000719,117.72
-0.000719,18.3266
-0.000719,77.8938
-0.000719,82.0226
-0.000719,47.75
-0.000719,98.4008
-0.000719,14.5023
-0.000719,28.0993
-0.000719,11.9783
-0.000719,217.103
-0.000719,52.3473
-0.000719,23.0068
-0.000719,105.936
-0.000719,146.275
-0.000719,57.8218
-0.000719,164.525
-0.000719,117.158
-0.000719,133.652
-0.000719,75.1331
-0.000719,90.8109
-0.000719,32.7477
-0.000719,136.119
-0.000719,156.138
-0.000719,97.5663
-0.000719,111.711
-0.000719,105.528
-0.000719,59.5695
-0.000719,207.948
-0.000719,106.673
-0.000719,71.0686
-0.000719,90.0453
-0.000719,86.0544
-0.000719,39.2488
-0.000719,157.442
-0.000719,56.5214
-0.000719,78.0512
-0.000719,53.3307
-0.000719,135.409
-0.000719,128.747
-0.000719,71.1329
-0.000719,27.4079
-0.000719,39.162
-0.000719,98.6366
-0.000719,110.381
-0.000719,92.9751
-0.000719,49.3553
-0.000719,57.8849
-21.2625,0
-21.2625,0
-21.2625,0.336022
0.00211,90.9293
-21.0193,0
-21.0193,0
-0.059275,48.9853
1.069172,238.116
-0.073569,47.2372
-0.073569,47.9949
-0.073569,59.6805
-0.073569,136.95
-0.073569,92.725
-0.073569,14.5619
-0.073569,57.9276
-0.073569,42.85
-0.073569,18.2583
-0.073569,44.7254
-0.073569,116.242
-0.073569,25.156
-0.073569,47.6481
-0.073569,66.572
-0.073569,11.5243
-0.073569,41.5106
-0.073569,37.1433
-0.073569,58.5543
-0.073569,26.4693
-0.073569,28.3143
-0.073569,55.7519
-0.073569,54.3257
-0.073569,16.427
-0.073569,20.6412
-0.073569,33.1709
-0.073569,54.6908
-0.073569,89.2626
-0.073569,98.5872
-0.073569,55.9076
-0.073569,46.9506
-0.073569,30.4393
-0.073569,30.5132
-0.073569,96.1153
-0.073569,57.8324
-0.073569,250.471
-0.073569,54.3449
-0.073569,48.3071
-0.073569,38.9019
-0.073569,84.443
-0.073569,42.373
-0.073569,122.576
-0.073569,52.828
-0.073569,58.0537
-0.073569,24.7313
-0.073569,31.9091
-0.073569,59.7588
-0.073569,41.7708
-0.073569,75.0776
-0.073569,81.043
-0.073569,132.692
-0.073569,8.24615
-0.073569,32.2321
-0.073569,82.2292
-0.073569,21.281
-0.073569,68.6916
-0.073569,35.7907
-0.073569,19.4123
-0.073569,68.8983
-0.073569,42.9188
-0.073569,116.974
-0.073569,64.9226
-0.073569,67.1351
-0.073569,82.6982
-0.073569,45.2083
-0.073569,48.5843
-0.073569,87.4772
-0.073569,35.5986
-0.073569,111.504
-0.073569,114.216
-0.073569,39.5057
-0.073569,104.425
-0.073569,61.4611
-0.073569,24.3041
-0.073569,27.5699
-0.073569,17.4167
-0.073569,30.5672
-0.073569,115.22
-0.073569,19.9459
-0.073569,40.0146
-0.073569,67.5327
-0.073569,33.2761
-0.073569,90.249
-0.073569,176.024
-0.073569,62.9714
-0.073569,120.528
-0.073569,28.7003
-0.073569,207.062
-0.073569,56.9675
-0.073569,142.839
-0.073569,171.848
-0.073569,164.119
-0.073569,87.2394
-0.073569,212.979
-0.073569,34.369
-0.073569,67.5833
-0.073569,110.035
-0.073569,15
-0.073569,82.4525
-0.073569,87.4191
-0.073569,87.6564
-0.073569,46.1094
-0.073569,72.8594
-0.073569,47.3029
-0.073569,23.3084
-0.073569,91.1207
-0.073569,28.788
-0.073569,32.4417
-0.073569,82.6311
-0.073569,40.0462
-0.073569,41.5692
-0.073569,33.2231
-0.073569,79.0195
-0.073569,255.575
-0.073569,177.579
-0.073569,55.996
-0.073569,23.3543
-0.073569,134.459
-0.073569,132.139
-0.073569,41.2205
0.5557752,159.525
0.63337,149.292
0.63337,229.829
0.63337,92.3167
0.63337,176.752
0.63337,226.81
0.63337,275.802
0.63337,129.592
0.63337,53.6543
-0.061379,59.4481
-0.061379,10.5376
-0.061379,49.2396
-0.061379,121.049
-0.061379,70.0249
